"on_time_a","planned_layover_sec","planned_dur_a","planned_dur_b","ampeak_a","pmpeak_a","route_pair"
0,300,1800,1800,1,0,"1_0_1_0"
0,300,1800,1800,1,0,"1_0_1_1"
0,300,1800,1800,1,0,"1_1_1_0"
0,300,1800,1800,1,0,"1_1_1_1"
0,300,1800,1800,1,0,"1_1_13_0"
0,300,1800,1800,1,0,"1_1_14_0"
0,300,1800,1800,1,0,"1_1_15_0"
0,300,1800,1800,1,0,"1_1_21_0"
0,300,1800,1800,1,0,"1_1_25_0"
0,300,1800,1800,1,0,"1_1_29_0"
0,300,1800,1800,1,0,"1_1_4_1"
0,300,1800,1800,1,0,"1_1_410_0"
0,300,1800,1800,1,0,"1_1_428_0"
0,300,1800,1800,1,0,"1_1_54_0"
0,300,1800,1800,1,0,"1_1_6_0"
0,300,1800,1800,1,0,"1_1_71_0"
0,300,1800,1800,1,0,"1_1_73_0"
0,300,1800,1800,1,0,"1_1_8_0"
0,300,1800,1800,1,0,"1_1_83_0"
0,300,1800,1800,1,0,"1_1_84_0"
0,300,1800,1800,1,0,"1_1_98_0"
0,300,1800,1800,1,0,"1_1_99_0"
0,300,1800,1800,1,0,"120_0_120_0"
0,300,1800,1800,1,0,"120_0_120_1"
0,300,1800,1800,1,0,"120_1_20_0"
0,300,1800,1800,1,0,"120_1_410_0"
0,300,1800,1800,1,0,"120_1_417_0"
0,300,1800,1800,1,0,"120_1_421_0"
0,300,1800,1800,1,0,"120_1_6_0"
0,300,1800,1800,1,0,"120_1_78_0"
0,300,1800,1800,1,0,"123_0_123_0"
0,300,1800,1800,1,0,"123_0_123_1"
0,300,1800,1800,1,0,"123_0_29_1"
0,300,1800,1800,1,0,"123_1_120_0"
0,300,1800,1800,1,0,"123_1_123_0"
0,300,1800,1800,1,0,"123_1_123_1"
0,300,1800,1800,1,0,"123_1_13_0"
0,300,1800,1800,1,0,"123_1_15_0"
0,300,1800,1800,1,0,"123_1_16_0"
0,300,1800,1800,1,0,"123_1_161_0"
0,300,1800,1800,1,0,"123_1_19_0"
0,300,1800,1800,1,0,"123_1_20_0"
0,300,1800,1800,1,0,"123_1_21_0"
0,300,1800,1800,1,0,"123_1_4_1"
0,300,1800,1800,1,0,"123_1_417_0"
0,300,1800,1800,1,0,"123_1_54_0"
0,300,1800,1800,1,0,"123_1_71_0"
0,300,1800,1800,1,0,"123_1_74_0"
0,300,1800,1800,1,0,"123_1_75_0"
0,300,1800,1800,1,0,"123_1_76_0"
0,300,1800,1800,1,0,"123_1_81_0"
0,300,1800,1800,1,0,"123_1_82_0"
0,300,1800,1800,1,0,"125_1_120_0"
0,300,1800,1800,1,0,"125_1_16_0"
0,300,1800,1800,1,0,"125_1_417_0"
0,300,1800,1800,1,0,"125_1_428_0"
0,300,1800,1800,1,0,"125_1_73_0"
0,300,1800,1800,1,0,"125_1_84_0"
0,300,1800,1800,1,0,"125_1_99_0"
0,300,1800,1800,1,0,"128_0_128_1"
0,300,1800,1800,1,0,"128_0_199_1"
0,300,1800,1800,1,0,"128_1_21_0"
0,300,1800,1800,1,0,"128_1_83_0"
0,300,1800,1800,1,0,"128_1_84_0"
0,300,1800,1800,1,0,"13_0_13_0"
0,300,1800,1800,1,0,"13_0_13_1"
0,300,1800,1800,1,0,"13_0_15_1"
0,300,1800,1800,1,0,"13_0_30_1"
0,300,1800,1800,1,0,"13_0_37_0"
0,300,1800,1800,1,0,"13_0_42_0"
0,300,1800,1800,1,0,"13_0_43_1"
0,300,1800,1800,1,0,"13_0_47_0"
0,300,1800,1800,1,0,"13_0_5_0"
0,300,1800,1800,1,0,"13_1_1_0"
0,300,1800,1800,1,0,"13_1_123_0"
0,300,1800,1800,1,0,"13_1_125_0"
0,300,1800,1800,1,0,"13_1_13_0"
0,300,1800,1800,1,0,"13_1_13_1"
0,300,1800,1800,1,0,"13_1_15_0"
0,300,1800,1800,1,0,"13_1_16_0"
0,300,1800,1800,1,0,"13_1_25_0"
0,300,1800,1800,1,0,"13_1_28_0"
0,300,1800,1800,1,0,"13_1_29_0"
0,300,1800,1800,1,0,"13_1_4_1"
0,300,1800,1800,1,0,"13_1_410_0"
0,300,1800,1800,1,0,"13_1_421_0"
0,300,1800,1800,1,0,"13_1_6_0"
0,300,1800,1800,1,0,"13_1_73_0"
0,300,1800,1800,1,0,"13_1_74_0"
0,300,1800,1800,1,0,"13_1_8_0"
0,300,1800,1800,1,0,"132_0_132_0"
0,300,1800,1800,1,0,"132_0_132_1"
0,300,1800,1800,1,0,"132_0_88_1"
0,300,1800,1800,1,0,"132_1_132_0"
0,300,1800,1800,1,0,"132_1_132_1"
0,300,1800,1800,1,0,"132_1_192_0"
0,300,1800,1800,1,0,"132_1_32_0"
0,300,1800,1800,1,0,"132_1_38_0"
0,300,1800,1800,1,0,"132_1_4_0"
0,300,1800,1800,1,0,"132_1_47_1"
0,300,1800,1800,1,0,"14_0_132_0"
0,300,1800,1800,1,0,"14_0_14_0"
0,300,1800,1800,1,0,"14_0_14_1"
0,300,1800,1800,1,0,"14_0_32_0"
0,300,1800,1800,1,0,"14_0_4_0"
0,300,1800,1800,1,0,"14_1_123_0"
0,300,1800,1800,1,0,"14_1_13_0"
0,300,1800,1800,1,0,"14_1_14_0"
0,300,1800,1800,1,0,"14_1_14_1"
0,300,1800,1800,1,0,"14_1_15_0"
0,300,1800,1800,1,0,"14_1_19_0"
0,300,1800,1800,1,0,"14_1_3_0"
0,300,1800,1800,1,0,"14_1_4_1"
0,300,1800,1800,1,0,"14_1_54_0"
0,300,1800,1800,1,0,"14_1_6_0"
0,300,1800,1800,1,0,"14_1_88_0"
0,300,1800,1800,1,0,"14_1_99_0"
0,300,1800,1800,1,0,"15_0_15_0"
0,300,1800,1800,1,0,"15_0_15_1"
0,300,1800,1800,1,0,"15_0_160_0"
0,300,1800,1800,1,0,"15_0_31_0"
0,300,1800,1800,1,0,"15_0_37_0"
0,300,1800,1800,1,0,"15_0_42_0"
0,300,1800,1800,1,0,"15_0_43_1"
0,300,1800,1800,1,0,"15_0_47_0"
0,300,1800,1800,1,0,"15_0_5_0"
0,300,1800,1800,1,0,"15_0_60_0"
0,300,1800,1800,1,0,"15_1_13_0"
0,300,1800,1800,1,0,"15_1_14_0"
0,300,1800,1800,1,0,"15_1_15_0"
0,300,1800,1800,1,0,"15_1_21_0"
0,300,1800,1800,1,0,"15_1_23_0"
0,300,1800,1800,1,0,"15_1_3_0"
0,300,1800,1800,1,0,"15_1_410_0"
0,300,1800,1800,1,0,"15_1_6_0"
0,300,1800,1800,1,0,"15_1_71_0"
0,300,1800,1800,1,0,"15_1_73_0"
0,300,1800,1800,1,0,"15_1_8_0"
0,300,1800,1800,1,0,"15_1_80_0"
0,300,1800,1800,1,0,"15_1_83_0"
0,300,1800,1800,1,0,"15_1_84_0"
0,300,1800,1800,1,0,"160_0_160_1"
0,300,1800,1800,1,0,"160_1_13_1"
0,300,1800,1800,1,0,"160_1_15_1"
0,300,1800,1800,1,0,"160_1_160_0"
0,300,1800,1800,1,0,"160_1_31_0"
0,300,1800,1800,1,0,"160_1_33_0"
0,300,1800,1800,1,0,"160_1_38_1"
0,300,1800,1800,1,0,"160_1_42_0"
0,300,1800,1800,1,0,"160_1_43_1"
0,300,1800,1800,1,0,"160_1_5_0"
0,300,1800,1800,1,0,"16_0_16_0"
0,300,1800,1800,1,0,"160_1_60_0"
0,300,1800,1800,1,0,"16_0_16_1"
0,300,1800,1800,1,0,"161_0_161_0"
0,300,1800,1800,1,0,"161_0_161_1"
0,300,1800,1800,1,0,"161_1_123_0"
0,300,1800,1800,1,0,"161_1_16_0"
0,300,1800,1800,1,0,"161_1_161_0"
0,300,1800,1800,1,0,"161_1_185_0"
0,300,1800,1800,1,0,"161_1_20_0"
0,300,1800,1800,1,0,"16_1_123_0"
0,300,1800,1800,1,0,"16_1_125_0"
0,300,1800,1800,1,0,"16_1_13_0"
0,300,1800,1800,1,0,"16_1_14_0"
0,300,1800,1800,1,0,"161_1_410_0"
0,300,1800,1800,1,0,"161_1_417_0"
0,300,1800,1800,1,0,"16_1_15_0"
0,300,1800,1800,1,0,"16_1_16_0"
0,300,1800,1800,1,0,"16_1_161_0"
0,300,1800,1800,1,0,"161_1_73_0"
0,300,1800,1800,1,0,"161_1_82_0"
0,300,1800,1800,1,0,"161_1_88_0"
0,300,1800,1800,1,0,"16_1_19_0"
0,300,1800,1800,1,0,"16_1_20_0"
0,300,1800,1800,1,0,"16_1_21_0"
0,300,1800,1800,1,0,"16_1_25_0"
0,300,1800,1800,1,0,"16_1_410_0"
0,300,1800,1800,1,0,"16_1_428_0"
0,300,1800,1800,1,0,"16_1_506_0"
0,300,1800,1800,1,0,"16_1_71_0"
0,300,1800,1800,1,0,"16_1_73_0"
0,300,1800,1800,1,0,"16_1_75_0"
0,300,1800,1800,1,0,"16_1_81_0"
0,300,1800,1800,1,0,"16_1_84_0"
0,300,1800,1800,1,0,"16_1_9_0"
0,300,1800,1800,1,0,"16_1_99_0"
0,300,1800,1800,1,0,"170_0_170_1"
0,300,1800,1800,1,0,"170_1_170_0"
0,300,1800,1800,1,0,"170_1_170_1"
0,300,1800,1800,1,0,"180_0_180_1"
0,300,1800,1800,1,0,"180_1_13_0"
0,300,1800,1800,1,0,"180_1_180_0"
0,300,1800,1800,1,0,"180_1_19_0"
0,300,1800,1800,1,0,"180_1_3_0"
0,300,1800,1800,1,0,"180_1_82_0"
0,300,1800,1800,1,0,"180_1_85_0"
0,300,1800,1800,1,0,"185_0_85_1"
0,300,1800,1800,1,0,"185_1_16_0"
0,300,1800,1800,1,0,"185_1_4_1"
0,300,1800,1800,1,0,"185_1_71_0"
0,300,1800,1800,1,0,"185_1_85_0"
0,300,1800,1800,1,0,"19_0_19_0"
0,300,1800,1800,1,0,"19_0_19_1"
0,300,1800,1800,1,0,"19_1_120_0"
0,300,1800,1800,1,0,"19_1_13_0"
0,300,1800,1800,1,0,"19_1_180_0"
0,300,1800,1800,1,0,"19_1_19_0"
0,300,1800,1800,1,0,"19_1_19_1"
0,300,1800,1800,1,0,"19_1_199_0"
0,300,1800,1800,1,0,"19_1_20_0"
0,300,1800,1800,1,0,"19_1_25_0"
0,300,1800,1800,1,0,"19_1_28_0"
0,300,1800,1800,1,0,"19_1_3_0"
0,300,1800,1800,1,0,"19_1_417_0"
0,300,1800,1800,1,0,"19_1_428_0"
0,300,1800,1800,1,0,"19_1_73_0"
0,300,1800,1800,1,0,"19_1_75_0"
0,300,1800,1800,1,0,"19_1_81_0"
0,300,1800,1800,1,0,"19_1_85_0"
0,300,1800,1800,1,0,"192_0_428_1"
0,300,1800,1800,1,0,"192_1_132_0"
0,300,1800,1800,1,0,"192_1_47_1"
0,300,1800,1800,1,0,"199_0_98_1"
0,300,1800,1800,1,0,"199_1_123_0"
0,300,1800,1800,1,0,"199_1_25_0"
0,300,1800,1800,1,0,"199_1_83_0"
0,300,1800,1800,1,0,"20_0_20_0"
0,300,1800,1800,1,0,"20_0_20_1"
0,300,1800,1800,1,0,"20_1_123_0"
0,300,1800,1800,1,0,"20_1_14_0"
0,300,1800,1800,1,0,"20_1_16_0"
0,300,1800,1800,1,0,"20_1_19_0"
0,300,1800,1800,1,0,"20_1_20_0"
0,300,1800,1800,1,0,"20_1_20_1"
0,300,1800,1800,1,0,"20_1_21_0"
0,300,1800,1800,1,0,"20_1_3_0"
0,300,1800,1800,1,0,"20_1_4_1"
0,300,1800,1800,1,0,"20_1_410_0"
0,300,1800,1800,1,0,"20_1_428_0"
0,300,1800,1800,1,0,"20_1_54_0"
0,300,1800,1800,1,0,"20_1_71_0"
0,300,1800,1800,1,0,"20_1_73_0"
0,300,1800,1800,1,0,"20_1_76_0"
0,300,1800,1800,1,0,"20_1_78_0"
0,300,1800,1800,1,0,"20_1_8_0"
0,300,1800,1800,1,0,"20_1_81_0"
0,300,1800,1800,1,0,"20_1_84_0"
0,300,1800,1800,1,0,"20_1_88_0"
0,300,1800,1800,1,0,"21_0_21_0"
0,300,1800,1800,1,0,"21_0_21_1"
0,300,1800,1800,1,0,"21_1_1_0"
0,300,1800,1800,1,0,"21_1_14_0"
0,300,1800,1800,1,0,"21_1_15_0"
0,300,1800,1800,1,0,"21_1_16_0"
0,300,1800,1800,1,0,"21_1_19_0"
0,300,1800,1800,1,0,"21_1_20_0"
0,300,1800,1800,1,0,"21_1_21_0"
0,300,1800,1800,1,0,"21_1_21_1"
0,300,1800,1800,1,0,"21_1_29_0"
0,300,1800,1800,1,0,"21_1_4_1"
0,300,1800,1800,1,0,"21_1_417_0"
0,300,1800,1800,1,0,"21_1_428_0"
0,300,1800,1800,1,0,"21_1_54_0"
0,300,1800,1800,1,0,"21_1_6_0"
0,300,1800,1800,1,0,"21_1_73_0"
0,300,1800,1800,1,0,"21_1_74_0"
0,300,1800,1800,1,0,"21_1_75_0"
0,300,1800,1800,1,0,"21_1_84_0"
0,300,1800,1800,1,0,"22_0_161_1"
0,300,1800,1800,1,0,"22_0_22_1"
0,300,1800,1800,1,0,"22_1_22_0"
0,300,1800,1800,1,0,"23_0_23_1"
0,300,1800,1800,1,0,"23_1_23_1"
0,300,1800,1800,1,0,"23_1_3_0"
0,300,1800,1800,1,0,"23_1_417_0"
0,300,1800,1800,1,0,"23_1_73_0"
0,300,1800,1800,1,0,"23_1_81_0"
0,300,1800,1800,1,0,"25_0_25_0"
0,300,1800,1800,1,0,"25_0_25_1"
0,300,1800,1800,1,0,"25_1_16_0"
0,300,1800,1800,1,0,"25_1_20_0"
0,300,1800,1800,1,0,"25_1_21_0"
0,300,1800,1800,1,0,"25_1_25_0"
0,300,1800,1800,1,0,"25_1_3_0"
0,300,1800,1800,1,0,"25_1_417_0"
0,300,1800,1800,1,0,"25_1_71_0"
0,300,1800,1800,1,0,"25_1_73_0"
0,300,1800,1800,1,0,"25_1_78_0"
0,300,1800,1800,1,0,"25_1_81_0"
0,300,1800,1800,1,0,"25_1_84_0"
0,300,1800,1800,1,0,"25_1_9_0"
0,300,1800,1800,1,0,"25_1_99_0"
0,300,1800,1800,1,0,"28_0_28_0"
0,300,1800,1800,1,0,"28_0_28_1"
0,300,1800,1800,1,0,"28_1_28_0"
0,300,1800,1800,1,0,"28_1_28_1"
0,300,1800,1800,1,0,"28_1_6_0"
0,300,1800,1800,1,0,"28_1_8_0"
0,300,1800,1800,1,0,"28_1_88_0"
0,300,1800,1800,1,0,"29_0_29_0"
0,300,1800,1800,1,0,"29_0_29_1"
0,300,1800,1800,1,0,"29_1_1_0"
0,300,1800,1800,1,0,"29_1_14_0"
0,300,1800,1800,1,0,"29_1_16_0"
0,300,1800,1800,1,0,"29_1_21_0"
0,300,1800,1800,1,0,"29_1_25_0"
0,300,1800,1800,1,0,"29_1_28_0"
0,300,1800,1800,1,0,"29_1_29_0"
0,300,1800,1800,1,0,"29_1_410_0"
0,300,1800,1800,1,0,"29_1_417_0"
0,300,1800,1800,1,0,"29_1_6_0"
0,300,1800,1800,1,0,"29_1_607_1"
0,300,1800,1800,1,0,"29_1_84_0"
0,300,1800,1800,1,0,"29_1_98_0"
0,300,1800,1800,1,0,"29_1_99_0"
0,300,1800,1800,1,0,"30_1_30_1"
0,300,1800,1800,1,0,"30_1_33_0"
0,300,1800,1800,1,0,"30_1_38_1"
0,300,1800,1800,1,0,"30_1_47_0"
0,300,1800,1800,1,0,"30_1_50_0"
0,300,1800,1800,1,0,"30_1_60_0"
0,300,1800,1800,1,0,"3_0_3_0"
0,300,1800,1800,1,0,"3_0_3_1"
0,300,1800,1800,1,0,"31_0_31_1"
0,300,1800,1800,1,0,"3_1_1_0"
0,300,1800,1800,1,0,"31_1_160_0"
0,300,1800,1800,1,0,"3_1_123_0"
0,300,1800,1800,1,0,"31_1_38_1"
0,300,1800,1800,1,0,"3_1_14_0"
0,300,1800,1800,1,0,"31_1_41_1"
0,300,1800,1800,1,0,"31_1_42_0"
0,300,1800,1800,1,0,"31_1_44_0"
0,300,1800,1800,1,0,"31_1_46_0"
0,300,1800,1800,1,0,"31_1_47_0"
0,300,1800,1800,1,0,"3_1_15_0"
0,300,1800,1800,1,0,"31_1_5_0"
0,300,1800,1800,1,0,"31_1_50_0"
0,300,1800,1800,1,0,"31_1_60_0"
0,300,1800,1800,1,0,"3_1_185_0"
0,300,1800,1800,1,0,"3_1_20_0"
0,300,1800,1800,1,0,"3_1_3_0"
0,300,1800,1800,1,0,"3_1_3_1"
0,300,1800,1800,1,0,"3_1_417_0"
0,300,1800,1800,1,0,"3_1_421_0"
0,300,1800,1800,1,0,"3_1_54_0"
0,300,1800,1800,1,0,"3_1_73_0"
0,300,1800,1800,1,0,"3_1_74_0"
0,300,1800,1800,1,0,"3_1_75_0"
0,300,1800,1800,1,0,"32_0_32_1"
0,300,1800,1800,1,0,"32_1_132_0"
0,300,1800,1800,1,0,"32_1_14_1"
0,300,1800,1800,1,0,"32_1_192_0"
0,300,1800,1800,1,0,"32_1_32_0"
0,300,1800,1800,1,0,"32_1_38_0"
0,300,1800,1800,1,0,"32_1_4_0"
0,300,1800,1800,1,0,"33_0_33_1"
0,300,1800,1800,1,0,"33_1_160_0"
0,300,1800,1800,1,0,"33_1_37_0"
0,300,1800,1800,1,0,"33_1_37_1"
0,300,1800,1800,1,0,"33_1_42_0"
0,300,1800,1800,1,0,"33_1_46_0"
0,300,1800,1800,1,0,"33_1_49_0"
0,300,1800,1800,1,0,"33_1_50_0"
0,300,1800,1800,1,0,"33_1_59_0"
0,300,1800,1800,1,0,"34_0_34_0"
0,300,1800,1800,1,0,"34_0_34_1"
0,300,1800,1800,1,0,"34_1_34_0"
0,300,1800,1800,1,0,"34_1_44_0"
0,300,1800,1800,1,0,"34_1_49_0"
0,300,1800,1800,1,0,"34_1_5_0"
0,300,1800,1800,1,0,"37_0_37_1"
0,300,1800,1800,1,0,"37_1_160_0"
0,300,1800,1800,1,0,"37_1_37_0"
0,300,1800,1800,1,0,"37_1_46_0"
0,300,1800,1800,1,0,"37_1_542_1"
0,300,1800,1800,1,0,"38_0_160_0"
0,300,1800,1800,1,0,"38_0_31_0"
0,300,1800,1800,1,0,"38_0_37_0"
0,300,1800,1800,1,0,"38_0_38_1"
0,300,1800,1800,1,0,"38_0_42_0"
0,300,1800,1800,1,0,"38_0_44_0"
0,300,1800,1800,1,0,"38_0_46_0"
0,300,1800,1800,1,0,"38_0_47_0"
0,300,1800,1800,1,0,"38_0_5_0"
0,300,1800,1800,1,0,"38_0_6_1"
0,300,1800,1800,1,0,"38_1_132_0"
0,300,1800,1800,1,0,"38_1_14_1"
0,300,1800,1800,1,0,"38_1_32_0"
0,300,1800,1800,1,0,"38_1_38_0"
0,300,1800,1800,1,0,"38_1_38_1"
0,300,1800,1800,1,0,"38_1_4_0"
0,300,1800,1800,1,0,"4_0_1_0"
0,300,1800,1800,1,0,"4_0_13_0"
0,300,1800,1800,1,0,"4_0_15_0"
0,300,1800,1800,1,0,"4_0_19_0"
0,300,1800,1800,1,0,"4_0_20_0"
0,300,1800,1800,1,0,"4_0_21_0"
0,300,1800,1800,1,0,"4_0_28_0"
0,300,1800,1800,1,0,"4_0_3_0"
0,300,1800,1800,1,0,"4_0_4_1"
0,300,1800,1800,1,0,"4_0_417_0"
0,300,1800,1800,1,0,"4_0_421_0"
0,300,1800,1800,1,0,"4_0_54_0"
0,300,1800,1800,1,0,"4_0_73_0"
0,300,1800,1800,1,0,"4_0_76_0"
0,300,1800,1800,1,0,"4_0_8_0"
0,300,1800,1800,1,0,"4_0_80_0"
0,300,1800,1800,1,0,"4_0_81_0"
0,300,1800,1800,1,0,"4_0_83_0"
0,300,1800,1800,1,0,"4_0_99_0"
0,300,1800,1800,1,0,"410_0_410_0"
0,300,1800,1800,1,0,"410_0_410_1"
0,300,1800,1800,1,0,"410_1_1_0"
0,300,1800,1800,1,0,"410_1_15_0"
0,300,1800,1800,1,0,"410_1_16_0"
0,300,1800,1800,1,0,"410_1_20_0"
0,300,1800,1800,1,0,"410_1_25_0"
0,300,1800,1800,1,0,"410_1_29_0"
0,300,1800,1800,1,0,"410_1_3_0"
0,300,1800,1800,1,0,"410_1_4_1"
0,300,1800,1800,1,0,"410_1_410_0"
0,300,1800,1800,1,0,"410_1_410_1"
0,300,1800,1800,1,0,"410_1_417_0"
0,300,1800,1800,1,0,"410_1_71_0"
0,300,1800,1800,1,0,"410_1_73_0"
0,300,1800,1800,1,0,"410_1_76_0"
0,300,1800,1800,1,0,"410_1_82_0"
0,300,1800,1800,1,0,"410_1_83_0"
0,300,1800,1800,1,0,"410_1_88_0"
0,300,1800,1800,1,0,"41_1_13_1"
0,300,1800,1800,1,0,"41_1_15_1"
0,300,1800,1800,1,0,"41_1_160_0"
0,300,1800,1800,1,0,"41_1_31_0"
0,300,1800,1800,1,0,"4_1_132_0"
0,300,1800,1800,1,0,"4_1_14_1"
0,300,1800,1800,1,0,"41_1_41_1"
0,300,1800,1800,1,0,"41_1_42_0"
0,300,1800,1800,1,0,"41_1_44_0"
0,300,1800,1800,1,0,"41_1_49_0"
0,300,1800,1800,1,0,"41_1_50_0"
0,300,1800,1800,1,0,"41_1_60_0"
0,300,1800,1800,1,0,"4_1_192_0"
0,300,1800,1800,1,0,"4_1_32_0"
0,300,1800,1800,1,0,"4_1_38_0"
0,300,1800,1800,1,0,"4_1_4_0"
0,300,1800,1800,1,0,"4_1_4_1"
0,300,1800,1800,1,0,"4_1_47_1"
0,300,1800,1800,1,0,"417_0_417_0"
0,300,1800,1800,1,0,"417_0_417_1"
0,300,1800,1800,1,0,"417_1_1_0"
0,300,1800,1800,1,0,"417_1_120_0"
0,300,1800,1800,1,0,"417_1_125_0"
0,300,1800,1800,1,0,"417_1_13_0"
0,300,1800,1800,1,0,"417_1_15_0"
0,300,1800,1800,1,0,"417_1_16_0"
0,300,1800,1800,1,0,"417_1_161_0"
0,300,1800,1800,1,0,"417_1_19_0"
0,300,1800,1800,1,0,"417_1_199_0"
0,300,1800,1800,1,0,"417_1_21_0"
0,300,1800,1800,1,0,"417_1_28_0"
0,300,1800,1800,1,0,"417_1_410_0"
0,300,1800,1800,1,0,"417_1_417_0"
0,300,1800,1800,1,0,"417_1_417_1"
0,300,1800,1800,1,0,"417_1_421_0"
0,300,1800,1800,1,0,"417_1_54_0"
