"on_time_a","planned_dur_b","p85_pct_b","range7525_b","planned_layover_sec","ampeak_a","pmpeak_a","route_pair"
0,1900,"0.971985","241.93","0.00000000000000000000",0,1,"1_0_1_0"
0,1900,"0.971985","241.93","0.00000000000000000000",0,1,"1_0_1_1"
0,1900,"0.971985","241.93","431.2500000000000000",0,1,"1_1_1_0"
0,1900,"0.971985","241.93","0.00000000000000000000",0,1,"1_1_1_1"
0,1900,"0.971985","241.93","300.0000000000000000",0,1,"1_1_13_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"1_1_14_0"
0,1900,"0.971985","241.93","660.0000000000000000",0,1,"1_1_15_0"
0,1900,"0.971985","241.93","510.1796407185628743",0,1,"1_1_21_0"
0,1900,"0.971985","241.93","500.0000000000000000",0,1,"1_1_25_0"
0,1900,"0.971985","241.93","461.3793103448275862",0,1,"1_1_29_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"1_1_4_1"
0,1900,"0.971985","241.93","376.0000000000000000",0,1,"1_1_410_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"1_1_428_0"
0,1900,"0.971985","241.93","509.6296296296296296",0,1,"1_1_54_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"1_1_6_0"
0,1900,"0.971985","241.93","449.2500000000000000",0,1,"1_1_71_0"
0,1900,"0.971985","241.93","601.9354838709677419",0,1,"1_1_73_0"
0,1900,"0.971985","241.93","479.6273291925465839",0,1,"1_1_8_0"
0,1900,"0.971985","241.93","332.4324324324324324",0,1,"1_1_83_0"
0,1900,"0.971985","241.93","540.0000000000000000",0,1,"1_1_84_0"
0,1900,"0.971985","241.93","590.1639344262295082",0,1,"1_1_98_0"
0,1900,"0.971985","241.93","360.0000000000000000",0,1,"1_1_99_0"
0,1900,"0.971985","241.93","0.00000000000000000000",0,1,"120_0_120_0"
0,1900,"0.971985","241.93","300.0000000000000000",0,1,"120_0_120_1"
0,1900,"0.971985","241.93","540.0000000000000000",0,1,"120_1_20_0"
0,1900,"0.971985","241.93","480.0000000000000000",0,1,"120_1_410_0"
0,1900,"0.971985","241.93","540.0000000000000000",0,1,"120_1_417_0"
0,1900,"0.971985","241.93","480.0000000000000000",0,1,"120_1_421_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"120_1_6_0"
0,1900,"0.971985","241.93","540.0000000000000000",0,1,"120_1_78_0"
0,1900,"0.971985","241.93","0.00000000000000000000",0,1,"123_0_123_0"
0,1900,"0.971985","241.93","320.4849660523763337",0,1,"123_0_123_1"
0,1900,"0.971985","241.93","240.0000000000000000",0,1,"123_0_29_1"
0,1900,"0.971985","241.93","510.0000000000000000",0,1,"123_1_120_0"
0,1900,"0.971985","241.93","444.9295774647887324",0,1,"123_1_123_0"
0,1900,"0.971985","241.93","0.00000000000000000000",0,1,"123_1_123_1"
0,1900,"0.971985","241.93","840.0000000000000000",0,1,"123_1_13_0"
0,1900,"0.971985","241.93","300.0000000000000000",0,1,"123_1_15_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"123_1_16_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"123_1_161_0"
0,1900,"0.971985","241.93","480.0000000000000000",0,1,"123_1_19_0"
0,1900,"0.971985","241.93","300.0000000000000000",0,1,"123_1_20_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"123_1_21_0"
0,1900,"0.971985","241.93","660.0000000000000000",0,1,"123_1_3_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"123_1_4_1"
0,1900,"0.971985","241.93","360.0000000000000000",0,1,"123_1_417_0"
0,1900,"0.971985","241.93","639.3442622950819672",0,1,"123_1_54_0"
0,1900,"0.971985","241.93","540.0000000000000000",0,1,"123_1_71_0"
0,1900,"0.971985","241.93","600.0000000000000000",0,1,"123_1_74_0"
0,1900,"0.971985","241.93","480.8219178082191781",0,1,"123_1_75_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"123_1_76_0"
0,1900,"0.971985","241.93","540.0000000000000000",0,1,"123_1_81_0"
0,1900,"0.971985","241.93","540.0000000000000000",0,1,"123_1_82_0"
0,1900,"0.971985","241.93","0.00000000000000000000",0,1,"125_0_125_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"125_1_120_0"
0,1900,"0.971985","241.93","0.00000000000000000000",0,1,"125_1_125_1"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"125_1_16_0"
0,1900,"0.971985","241.93","480.0000000000000000",0,1,"125_1_417_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"125_1_428_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"125_1_73_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"125_1_84_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"125_1_99_0"
0,1900,"0.971985","241.93","330.7692307692307692",0,1,"128_0_128_1"
0,1900,"0.971985","241.93","840.0000000000000000",0,1,"128_0_199_1"
0,1900,"0.971985","241.93","480.0000000000000000",0,1,"128_1_21_0"
0,1900,"0.971985","241.93","600.0000000000000000",0,1,"128_1_83_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"128_1_84_0"
0,1900,"0.971985","241.93","0.00000000000000000000",0,1,"13_0_13_0"
0,1900,"0.971985","241.93","400.9609609609609610",0,1,"13_0_13_1"
0,1900,"0.971985","241.93","360.0000000000000000",0,1,"13_0_15_1"
0,1900,"0.971985","241.93","300.0000000000000000",0,1,"13_0_30_1"
0,1900,"0.971985","241.93","489.0000000000000000",0,1,"13_0_37_0"
0,1900,"0.971985","241.93","300.0000000000000000",0,1,"13_0_42_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"13_0_43_1"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"13_0_47_0"
0,1900,"0.971985","241.93","300.0000000000000000",0,1,"13_0_5_0"
0,1900,"0.971985","241.93","540.0000000000000000",0,1,"13_1_1_0"
0,1900,"0.971985","241.93","360.0000000000000000",0,1,"13_1_123_0"
0,1900,"0.971985","241.93","360.0000000000000000",0,1,"13_1_125_0"
0,1900,"0.971985","241.93","525.2542372881355932",0,1,"13_1_13_0"
0,1900,"0.971985","241.93","0.00000000000000000000",0,1,"13_1_13_1"
0,1900,"0.971985","241.93","578.3606557377049180",0,1,"13_1_15_0"
0,1900,"0.971985","241.93","540.0000000000000000",0,1,"13_1_16_0"
0,1900,"0.971985","241.93","720.0000000000000000",0,1,"13_1_25_0"
0,1900,"0.971985","241.93","300.0000000000000000",0,1,"13_1_28_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"13_1_29_0"
0,1900,"0.971985","241.93","556.6386554621848739",0,1,"13_1_4_1"
0,1900,"0.971985","241.93","517.3770491803278689",0,1,"13_1_410_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"13_1_421_0"
0,1900,"0.971985","241.93","420.1846153846153846",0,1,"13_1_6_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"13_1_73_0"
0,1900,"0.971985","241.93","521.5094339622641509",0,1,"13_1_74_0"
0,1900,"0.971985","241.93","480.0000000000000000",0,1,"13_1_8_0"
0,1900,"0.971985","241.93","0.00000000000000000000",0,1,"132_0_132_0"
0,1900,"0.971985","241.93","165.2254335260115607",0,1,"132_0_132_1"
0,1900,"0.971985","241.93","300.0000000000000000",0,1,"132_0_88_1"
0,1900,"0.971985","241.93","391.0931174089068826",0,1,"132_1_132_0"
0,1900,"0.971985","241.93","0.00000000000000000000",0,1,"132_1_132_1"
0,1900,"0.971985","241.93","300.0000000000000000",0,1,"132_1_192_0"
0,1900,"0.971985","241.93","457.5000000000000000",0,1,"132_1_32_0"
0,1900,"0.971985","241.93","493.3333333333333333",0,1,"132_1_38_0"
0,1900,"0.971985","241.93","554.5945945945945946",0,1,"132_1_4_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"132_1_47_1"
0,1900,"0.971985","241.93","533.9130434782608696",0,1,"14_0_132_0"
0,1900,"0.971985","241.93","0.00000000000000000000",0,1,"14_0_14_0"
0,1900,"0.971985","241.93","365.3333333333333333",0,1,"14_0_14_1"
0,1900,"0.971985","241.93","330.3614457831325301",0,1,"14_0_32_0"
0,1900,"0.971985","241.93","480.0000000000000000",0,1,"14_0_4_0"
0,1900,"0.971985","241.93","300.0000000000000000",0,1,"14_1_1_0"
0,1900,"0.971985","241.93","360.0000000000000000",0,1,"14_1_123_0"
0,1900,"0.971985","241.93","600.0000000000000000",0,1,"14_1_13_0"
0,1900,"0.971985","241.93","600.7317073170731707",0,1,"14_1_14_0"
0,1900,"0.971985","241.93","0.00000000000000000000",0,1,"14_1_14_1"
0,1900,"0.971985","241.93","524.7619047619047619",0,1,"14_1_15_0"
0,1900,"0.971985","241.93","521.0526315789473684",0,1,"14_1_19_0"
0,1900,"0.971985","241.93","780.0000000000000000",0,1,"14_1_28_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"14_1_3_0"
0,1900,"0.971985","241.93","540.0000000000000000",0,1,"14_1_4_1"
0,1900,"0.971985","241.93","820.6451612903225806",0,1,"14_1_54_0"
0,1900,"0.971985","241.93","624.8780487804878049",0,1,"14_1_6_0"
0,1900,"0.971985","241.93","540.0000000000000000",0,1,"14_1_73_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"14_1_88_0"
0,1900,"0.971985","241.93","389.6385542168674699",0,1,"14_1_99_0"
0,1900,"0.971985","241.93","0.00000000000000000000",0,1,"15_0_15_0"
0,1900,"0.971985","241.93","472.7930535455861071",0,1,"15_0_15_1"
0,1900,"0.971985","241.93","541.5189873417721519",0,1,"15_0_160_0"
0,1900,"0.971985","241.93","360.0000000000000000",0,1,"15_0_31_0"
0,1900,"0.971985","241.93","540.0000000000000000",0,1,"15_0_37_0"
0,1900,"0.971985","241.93","360.0000000000000000",0,1,"15_0_42_0"
0,1900,"0.971985","241.93","360.0000000000000000",0,1,"15_0_43_1"
0,1900,"0.971985","241.93","360.0000000000000000",0,1,"15_0_47_0"
0,1900,"0.971985","241.93","660.0000000000000000",0,1,"15_0_5_0"
0,1900,"0.971985","241.93","664.5000000000000000",0,1,"15_0_60_0"
0,1900,"0.971985","241.93","360.0000000000000000",0,1,"15_1_13_0"
0,1900,"0.971985","241.93","390.3703703703703704",0,1,"15_1_14_0"
0,1900,"0.971985","241.93","573.0612244897959184",0,1,"15_1_15_0"
0,1900,"0.971985","241.93","0.00000000000000000000",0,1,"15_1_15_1"
0,1900,"0.971985","241.93","721.4814814814814815",0,1,"15_1_21_0"
0,1900,"0.971985","241.93","360.0000000000000000",0,1,"15_1_23_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"15_1_3_0"
0,1900,"0.971985","241.93","720.0000000000000000",0,1,"15_1_410_0"
0,1900,"0.971985","241.93","516.9458128078817734",0,1,"15_1_6_0"
0,1900,"0.971985","241.93","300.0000000000000000",0,1,"15_1_71_0"
0,1900,"0.971985","241.93","480.0000000000000000",0,1,"15_1_73_0"
0,1900,"0.971985","241.93","480.0000000000000000",0,1,"15_1_8_0"
0,1900,"0.971985","241.93","300.0000000000000000",0,1,"15_1_80_0"
0,1900,"0.971985","241.93","600.0000000000000000",0,1,"15_1_83_0"
0,1900,"0.971985","241.93","654.7058823529411765",0,1,"15_1_84_0"
0,1900,"0.971985","241.93","0.00000000000000000000",0,1,"160_0_160_0"
0,1900,"0.971985","241.93","280.2874743326488706",0,1,"160_0_160_1"
0,1900,"0.971985","241.93","444.3037974683544304",0,1,"160_1_13_1"
0,1900,"0.971985","241.93","448.1927710843373494",0,1,"160_1_15_1"
0,1900,"0.971985","241.93","600.0000000000000000",0,1,"160_1_160_0"
0,1900,"0.971985","241.93","0.00000000000000000000",0,1,"160_1_160_1"
0,1900,"0.971985","241.93","415.5555555555555556",0,1,"160_1_31_0"
0,1900,"0.971985","241.93","300.0000000000000000",0,1,"160_1_33_0"
0,1900,"0.971985","241.93","360.4800000000000000",0,1,"160_1_38_1"
0,1900,"0.971985","241.93","660.0000000000000000",0,1,"160_1_42_0"
0,1900,"0.971985","241.93","780.0000000000000000",0,1,"160_1_43_1"
0,1900,"0.971985","241.93","449.2771084337349398",0,1,"160_1_5_0"
0,1900,"0.971985","241.93","390.0000000000000000",0,1,"160_1_50_0"
0,1900,"0.971985","241.93","0.00000000000000000000",0,1,"16_0_16_0"
0,1900,"0.971985","241.93","600.0000000000000000",0,1,"160_1_60_0"
0,1900,"0.971985","241.93","0.00000000000000000000",0,1,"16_0_16_1"
0,1900,"0.971985","241.93","0.00000000000000000000",0,1,"161_0_161_0"
0,1900,"0.971985","241.93","358.0165289256198347",0,1,"161_0_161_1"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"161_1_123_0"
0,1900,"0.971985","241.93","540.0000000000000000",0,1,"161_1_16_0"
0,1900,"0.971985","241.93","505.5445544554455446",0,1,"161_1_161_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"161_1_185_0"
0,1900,"0.971985","241.93","660.0000000000000000",0,1,"161_1_20_0"
0,1900,"0.971985","241.93","388.8607594936708861",0,1,"16_1_123_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"16_1_125_0"
0,1900,"0.971985","241.93","600.0000000000000000",0,1,"16_1_13_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"16_1_14_0"
0,1900,"0.971985","241.93","300.0000000000000000",0,1,"161_1_410_0"
0,1900,"0.971985","241.93","450.3703703703703704",0,1,"161_1_417_0"
0,1900,"0.971985","241.93","480.0000000000000000",0,1,"16_1_15_0"
0,1900,"0.971985","241.93","486.9406392694063927",0,1,"16_1_16_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"16_1_161_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"161_1_73_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"161_1_82_0"
0,1900,"0.971985","241.93","512.2500000000000000",0,1,"161_1_88_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"16_1_19_0"
0,1900,"0.971985","241.93","450.0000000000000000",0,1,"16_1_20_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"16_1_21_0"
0,1900,"0.971985","241.93","480.0000000000000000",0,1,"16_1_25_0"
0,1900,"0.971985","241.93","360.0000000000000000",0,1,"16_1_410_0"
0,1900,"0.971985","241.93","480.0000000000000000",0,1,"16_1_428_0"
0,1900,"0.971985","241.93","360.0000000000000000",0,1,"16_1_506_0"
0,1900,"0.971985","241.93","480.0000000000000000",0,1,"16_1_71_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"16_1_73_0"
0,1900,"0.971985","241.93","840.0000000000000000",0,1,"16_1_75_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"16_1_80_0"
0,1900,"0.971985","241.93","680.6896551724137931",0,1,"16_1_81_0"
0,1900,"0.971985","241.93","325.2631578947368421",0,1,"16_1_84_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"16_1_9_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"16_1_99_0"
0,1900,"0.971985","241.93","0.00000000000000000000",0,1,"170_0_170_0"
0,1900,"0.971985","241.93","121.8987341772151899",0,1,"170_0_170_1"
0,1900,"0.971985","241.93","243.0941704035874439",0,1,"170_1_170_0"
0,1900,"0.971985","241.93","0.00000000000000000000",0,1,"170_1_170_1"
0,1900,"0.971985","241.93","0.00000000000000000000",0,1,"180_0_180_0"
0,1900,"0.971985","241.93","477.7914110429447853",0,1,"180_0_180_1"
0,1900,"0.971985","241.93","480.0000000000000000",0,1,"180_1_13_0"
0,1900,"0.971985","241.93","721.4814814814814815",0,1,"180_1_180_0"
0,1900,"0.971985","241.93","0.00000000000000000000",0,1,"180_1_180_1"
0,1900,"0.971985","241.93","480.0000000000000000",0,1,"180_1_19_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"180_1_3_0"
0,1900,"0.971985","241.93","480.0000000000000000",0,1,"180_1_82_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"180_1_85_0"
0,1900,"0.971985","241.93","120.0000000000000000",0,1,"185_0_85_1"
0,1900,"0.971985","241.93","540.0000000000000000",0,1,"185_1_16_0"
0,1900,"0.971985","241.93","540.0000000000000000",0,1,"185_1_4_1"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"185_1_71_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"185_1_85_0"
0,1900,"0.971985","241.93","0.00000000000000000000",0,1,"19_0_19_0"
0,1900,"0.971985","241.93","0.00000000000000000000",0,1,"19_0_19_1"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"19_1_120_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"19_1_13_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"19_1_180_0"
0,1900,"0.971985","241.93","469.6755994358251058",0,1,"19_1_19_0"
0,1900,"0.971985","241.93","0.00000000000000000000",0,1,"19_1_19_1"
0,1900,"0.971985","241.93","479.2771084337349398",0,1,"19_1_199_0"
0,1900,"0.971985","241.93","523.5483870967741935",0,1,"19_1_20_0"
0,1900,"0.971985","241.93","419.0163934426229508",0,1,"19_1_25_0"
0,1900,"0.971985","241.93","300.0000000000000000",0,1,"19_1_28_0"
0,1900,"0.971985","241.93","660.0000000000000000",0,1,"19_1_3_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"19_1_417_0"
0,1900,"0.971985","241.93","688.1927710843373494",0,1,"19_1_428_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"19_1_73_0"
0,1900,"0.971985","241.93","600.0000000000000000",0,1,"19_1_75_0"
0,1900,"0.971985","241.93","500.0000000000000000",0,1,"19_1_81_0"
0,1900,"0.971985","241.93","480.0000000000000000",0,1,"19_1_85_0"
0,1900,"0.971985","241.93","0.00000000000000000000",0,1,"192_0_192_0"
0,1900,"0.971985","241.93","840.0000000000000000",0,1,"192_0_428_1"
0,1900,"0.971985","241.93","780.0000000000000000",0,1,"192_1_132_0"
0,1900,"0.971985","241.93","628.1481481481481481",0,1,"192_1_47_1"
0,1900,"0.971985","241.93","600.0000000000000000",0,1,"199_0_98_1"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"199_1_123_0"
0,1900,"0.971985","241.93","540.0000000000000000",0,1,"199_1_25_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"199_1_83_0"
0,1900,"0.971985","241.93","0.00000000000000000000",0,1,"20_0_20_0"
0,1900,"0.971985","241.93","0.00000000000000000000",0,1,"20_0_20_1"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"20_1_123_0"
0,1900,"0.971985","241.93","540.0000000000000000",0,1,"20_1_14_0"
0,1900,"0.971985","241.93","489.8400000000000000",0,1,"20_1_16_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"20_1_19_0"
0,1900,"0.971985","241.93","600.0000000000000000",0,1,"20_1_20_0"
0,1900,"0.971985","241.93","0.00000000000000000000",0,1,"20_1_20_1"
0,1900,"0.971985","241.93","300.0000000000000000",0,1,"20_1_21_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"20_1_3_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"20_1_4_1"
0,1900,"0.971985","241.93","460.2144772117962466",0,1,"20_1_410_0"
0,1900,"0.971985","241.93","510.0000000000000000",0,1,"20_1_428_0"
0,1900,"0.971985","241.93","518.1818181818181818",0,1,"20_1_54_0"
0,1900,"0.971985","241.93","600.0000000000000000",0,1,"20_1_71_0"
0,1900,"0.971985","241.93","480.0000000000000000",0,1,"20_1_73_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"20_1_76_0"
0,1900,"0.971985","241.93","540.0000000000000000",0,1,"20_1_78_0"
0,1900,"0.971985","241.93","459.3442622950819672",0,1,"20_1_8_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"20_1_81_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"20_1_84_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"20_1_88_0"
0,1900,"0.971985","241.93","0.00000000000000000000",0,1,"21_0_21_0"
0,1900,"0.971985","241.93","133.0845481049562682",0,1,"21_0_21_1"
0,1900,"0.971985","241.93","780.0000000000000000",0,1,"21_1_1_0"
0,1900,"0.971985","241.93","323.5294117647058824",0,1,"21_1_14_0"
0,1900,"0.971985","241.93","358.5365853658536585",0,1,"21_1_15_0"
0,1900,"0.971985","241.93","444.4444444444444444",0,1,"21_1_16_0"
0,1900,"0.971985","241.93","660.0000000000000000",0,1,"21_1_19_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"21_1_20_0"
0,1900,"0.971985","241.93","540.9863013698630137",0,1,"21_1_21_0"
0,1900,"0.971985","241.93","0.00000000000000000000",0,1,"21_1_21_1"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"21_1_29_0"
0,1900,"0.971985","241.93","525.3658536585365854",0,1,"21_1_4_1"
0,1900,"0.971985","241.93","660.0000000000000000",0,1,"21_1_417_0"
0,1900,"0.971985","241.93","660.0000000000000000",0,1,"21_1_428_0"
0,1900,"0.971985","241.93","780.0000000000000000",0,1,"21_1_54_0"
0,1900,"0.971985","241.93","360.0000000000000000",0,1,"21_1_6_0"
0,1900,"0.971985","241.93","360.0000000000000000",0,1,"21_1_73_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"21_1_74_0"
0,1900,"0.971985","241.93","660.0000000000000000",0,1,"21_1_75_0"
0,1900,"0.971985","241.93","360.0000000000000000",0,1,"21_1_84_0"
0,1900,"0.971985","241.93","300.0000000000000000",0,1,"22_0_161_1"
0,1900,"0.971985","241.93","329.2682926829268293",0,1,"22_0_22_1"
0,1900,"0.971985","241.93","388.5294117647058824",0,1,"22_1_22_0"
0,1900,"0.971985","241.93","120.0000000000000000",0,1,"23_0_23_1"
0,1900,"0.971985","241.93","0.00000000000000000000",0,1,"23_1_23_1"
0,1900,"0.971985","241.93","600.0000000000000000",0,1,"23_1_3_0"
0,1900,"0.971985","241.93","540.0000000000000000",0,1,"23_1_417_0"
0,1900,"0.971985","241.93","480.0000000000000000",0,1,"23_1_73_0"
0,1900,"0.971985","241.93","480.0000000000000000",0,1,"23_1_81_0"
0,1900,"0.971985","241.93","0.00000000000000000000",0,1,"25_0_25_0"
0,1900,"0.971985","241.93","260.2264150943396226",0,1,"25_0_25_1"
0,1900,"0.971985","241.93","420.7228915662650602",0,1,"25_1_16_0"
0,1900,"0.971985","241.93","720.0000000000000000",0,1,"25_1_20_0"
0,1900,"0.971985","241.93","360.0000000000000000",0,1,"25_1_21_0"
0,1900,"0.971985","241.93","509.0909090909090909",0,1,"25_1_25_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"25_1_3_0"
0,1900,"0.971985","241.93","540.0000000000000000",0,1,"25_1_417_0"
0,1900,"0.971985","241.93","540.0000000000000000",0,1,"25_1_71_0"
0,1900,"0.971985","241.93","480.0000000000000000",0,1,"25_1_73_0"
0,1900,"0.971985","241.93","540.0000000000000000",0,1,"25_1_78_0"
0,1900,"0.971985","241.93","540.0000000000000000",0,1,"25_1_81_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"25_1_84_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"25_1_9_0"
0,1900,"0.971985","241.93","480.0000000000000000",0,1,"25_1_99_0"
0,1900,"0.971985","241.93","0.00000000000000000000",0,1,"28_0_28_0"
0,1900,"0.971985","241.93","527.2868217054263566",0,1,"28_0_28_1"
0,1900,"0.971985","241.93","484.0065146579804560",0,1,"28_1_28_0"
0,1900,"0.971985","241.93","0.00000000000000000000",0,1,"28_1_28_1"
0,1900,"0.971985","241.93","300.0000000000000000",0,1,"28_1_6_0"
0,1900,"0.971985","241.93","600.2926829268292683",0,1,"28_1_8_0"
0,1900,"0.971985","241.93","557.7358490566037736",0,1,"28_1_88_0"
0,1900,"0.971985","241.93","0.00000000000000000000",0,1,"284_1_284_1"
0,1900,"0.971985","241.93","0.00000000000000000000",0,1,"29_0_29_0"
0,1900,"0.971985","241.93","0.00000000000000000000",0,1,"29_0_29_1"
0,1900,"0.971985","241.93","360.0000000000000000",0,1,"29_1_1_0"
0,1900,"0.971985","241.93","320.6250000000000000",0,1,"29_1_14_0"
0,1900,"0.971985","241.93","420.0000000000000000",0,1,"29_1_16_0"
0,1900,"0.971985","241.93","300.0000000000000000",0,1,"29_1_21_0"
0,1900,"0.971985","241.93","540.0000000000000000",0,1,"29_1_25_0"
0,1900,"0.971985","241.93","447.0422535211267606",0,1,"29_1_28_0"
0,1900,"0.971985","241.93","450.5454545454545455",0,1,"29_1_29_0"
0,1900,"0.971985","241.93","0.00000000000000000000",0,1,"29_1_29_1"
0,1900,"0.971985","241.93","480.0000000000000000",0,1,"29_1_410_0"
0,1900,"0.971985","241.93","480.0000000000000000",0,1,"29_1_417_0"
0,1900,"0.971985","241.93","539.6296296296296296",0,1,"29_1_6_0"
